record_id,run_id,dictionary_version,tagset_version,export_version,timestamp_iso,coder_id,coder_action,igo,attribute_code,attribute_label,indicator_id,indicator_label,doc_family_inferred,evidence_tier,source_title,source_type,source_year,source_lang,article_section_page,page_in_pdf,source_uri,excerpt_<=50w,matrix_cell_text_full,coded_value,decision_rationale,review_note,excerpt_full,quoted_or_paraphrased,instrument_title,instrument_type,trace_key,retrieval_set,coder_action_std,attribute_code_final,tfidf_cosine
TLF-V6-002332,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T14:42:00Z,IA,Accept,International Hydrographic Organization (IHO),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Matrix synthesis (coder narrative),Explanation/Elaboration,Vertical coordination connected to the IHO involves downward coordination into subsidiary bodies and receipt of governance input from,Official website/portal,—,EN,—,—,—,"Vertical coordination connected to the IHO involves downward coordination into subsidiary bodies and receipt of governance input from member states, other specialised agencies, regional and intergovernmental organisations, national hydrographic offices, and local authorities (https://iho.int/en/about-the-iho). This is achieved through reporting, cooperation, and assistance (https://iho.int/uploads/user/About%20IHO/Assembly/Assembly3/DOCUMENTS/A3_2023_G_05.1_EN_WP1_SG_Report_v2.pdf). The IHO operates through the Assembly of","Vertical coordination connected to the IHO involves downward coordination into subsidiary bodies  and receipt of governance input from member states, other specialised agencies, regional and intergovernmental organisations, national hydrographic offices, and local authorities (https://iho.int/en/about-the-iho). This is achieved through reporting, cooperation, and assistance (https://iho.int/uploads/user/About%20IHO/Assembly/Assembly3/DOCUMENTS/A3_2023_G_05.1_EN_WP1_SG_Report_v2.pdf).  The IHO operates through the Assembly of all the Member States, the Council of 30 Member States, and a secretariat headed by a Secretary-General (Article 6 of the Convention on the IHO) (https://iho.int/mtg_docs/misc_docs/basic_docs/NEW/New_EN/M_1_EN_062017.pdf). The IHO also has committees, sub-committees, working groups, and other subsidiary bodies (Article 7 of the Convention on the IHO) (https://iho.int/uploads/user/pubs/misc/M1_Separatedocs/Convention_new_EN.pdf). The IHO assists Member States in the implementation of its standards, policies, and programmes, and provides technical cooperation and assistance upon request (Article 4 of the Convention on the IHO) (https://iho.int/uploads/user/pubs/misc/M1_Separatedocs/Convention_new_EN.pdf). The IHO's work is organised around four major programme areas, each overseen by a Director who works closely with the Secretary-General to implement strategies and programmes across all levels of the Organization. Also, inter-regional cooperation is fostered with the Inter-Regional Coordination Committee (https://iho.int/uploads/user/Inter-Regional%20Coordination/IRCC/MISC/IRCC_TOR.pdf), Regional Hydrographic Commissions (https://iho.int/en/rhcs), and the Capacity Building & Technical Cooperation (https://iho.int/en/capacity-building-and-technical-cooperation) supporting the IHO's work in promoting the use of hydrography for the safety of navigation and all other marine purposes and raising global awareness of the importance of hydrography.  The Hydrographic Services and Standards Committe is also setup to promote and coordinate the development of standards, specifications and guidelines for official products and services to meet the requirements of mariners and other users of hydrographic information. Additionally, the IHO operates the IHO Data Centre for Digital Bathymetry (DCDB), a key component of timplementing theIHO Resolution 2/2005 as amended on the Establishment of a Worldwide Electronic Navigational Chart Database (WEND) (https://iho.int/en/data-centre-for-digital-bathymetry). Besides the Secretary-General, at the IHO headquarters, there is a clear line of duty within the leadership team comprising of a Director of the International Hydrographic Bureau, a Director of the International Hydrographic Standards and Services, a Director of the International Hydrographic Cooperation and Development, and a Director of the International Hydrographic Administration and Finance (https://iho.int/en/iho-secretariat) (https://iho.int/mtg_docs/misc_docs/basic_docs/NEW/New_EN/M_1_EN_062017.pdf)",status=accepted; attribute=VC; indicator=VC_evidence,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,"Vertical coordination connected to the IHO involves downward coordination into subsidiary bodies  and receipt of governance input from member states, other specialised agencies, regional and intergovernmental organisations, national hydrographic offices, and local authorities (https://iho.int/en/about-the-iho). This is achieved through reporting, cooperation, and assistance (https://iho.int/uploads/user/About%20IHO/Assembly/Assembly3/DOCUMENTS/A3_2023_G_05.1_EN_WP1_SG_Report_v2.pdf).  The IHO operates through the Assembly of all the Member States, the Council of 30 Member States, and a secretariat headed by a Secretary-General (Article 6 of the Convention on the IHO) (https://iho.int/mtg_docs/misc_docs/basic_docs/NEW/New_EN/M_1_EN_062017.pdf). The IHO also has committees, sub-committees, working groups, and other subsidiary bodies (Article 7 of the Convention on the IHO) (https://iho.int/uploads/user/pubs/misc/M1_Separatedocs/Convention_new_EN.pdf). The IHO assists Member States in the implementation of its standards, policies, and programmes, and provides technical cooperation and assistance upon request (Article 4 of the Convention on the IHO) (https://iho.int/uploads/user/pubs/misc/M1_Separatedocs/Convention_new_EN.pdf). The IHO's work is organised around four major programme areas, each overseen by a Director who works closely with the Secretary-General to implement strategies and programmes across all levels of the Organization. Also, inter-regional cooperation is fostered with the Inter-Regional Coordination Committee (https://iho.int/uploads/user/Inter-Regional%20Coordination/IRCC/MISC/IRCC_TOR.pdf), Regional Hydrographic Commissions (https://iho.int/en/rhcs), and the Capacity Building & Technical Cooperation (https://iho.int/en/capacity-building-and-technical-cooperation) supporting the IHO's work in promoting the use of hydrography for the safety of navigation and all other marine purposes and raising global awareness of the importance of hydrography.  The Hydrographic Services and Standards Committe is also setup to promote and coordinate the development of standards, specifications and guidelines for official products and services to meet the requirements of mariners and other users of hydrographic information. Additionally, the IHO operates the IHO Data Centre for Digital Bathymetry (DCDB), a key component of timplementing theIHO Resolution 2/2005 as amended on the Establishment of a Worldwide Electronic Navigational Chart Database (WEND) (https://iho.int/en/data-centre-for-digital-bathymetry). Besides the Secretary-General, at the IHO headquarters, there is a clear line of duty within the leadership team comprising of a Director of the International Hydrographic Bureau, a Director of the International Hydrographic Standards and Services, a Director of the International Hydrographic Cooperation and Development, and a Director of the International Hydrographic Administration and Finance (https://iho.int/en/iho-secretariat) (https://iho.int/mtg_docs/misc_docs/basic_docs/NEW/New_EN/M_1_EN_062017.pdf)",Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,735168b0988f08100db12a6f8655073e2daf626a,attributes,ACCEPT,VC,0.08683385707635154
TLF-V6-002333,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-06T14:02:07Z,IA,Accept,International Hydrographic Organization (IHO),YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Methodological template (coder note),Definition/Identification,Official title not parsed,Unspecified (see source_title/source_uri),—,EN,—,—,—,Year of establishment specified in the constitutive instrument (treaty/charter/statute/resolution).,1921.0,status=accepted; attribute=YE; indicator=YE_date,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Year of establishment specified in the constitutive instrument (treaty/charter/statute/resolution).,Coder note,Part II attribute-node definition (codebook note),Coder note,e538c9da28af5f4de906532ffdda1ced12417fb2,attributes,ACCEPT,YE,0.18650937291160458
TLF-V6-002334,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-03-06T14:03:07Z,IA,Accept,International Hydrographic Organization (IHO),YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Matrix synthesis (coder narrative),Explanation/Elaboration,Official title not parsed,Unspecified (see source_title/source_uri),—,EN,—,—,—,1921.0,1921.0,status=accepted; attribute=YE; indicator=YE_date,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,1921.0,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,975d468e7ea4b97409f3dff27f0a84a2eaa338ae,attributes,ACCEPT,YE,0.0
TLF-V6-002335,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-01-01T08:28:26Z,IA,Accept,International Labour Organization (ILO),DO,Defined Objectives,IND_DO_OBJECTIVES,Stated objectives/purpose and institutional goals,Methodological template (coder note),Definition/Identification,"Constitution, the International Labour Organization's objectives encompass several key principles: promoting social justice and internationally recognized human and labour rights, based on the Declaration of Philadelphia and the Declaration on Fundamental Principles and Rights at Work (Preamble)",Constitution,—,EN,—,—,—,Defined objectives: stated institutional purposes/goals expressed in founding and/or strategic texts.,"According to the Preamble and Chapter I of the ILO Constitution, the International Labour Organization's objectives encompass several key principles: promoting social justice and internationally recognized human and labour rights, based on the Declaration of Philadelphia and the Declaration on Fundamental Principles and Rights at Work (Preamble); establishing and adopting international labour standards in the form of Conventions and Recommendations, and ensuring their effective observance by the Members (Article 19, Article 22, Article 23, Article 24, Article 26); fostering cooperation among the Members and with other international organizations, especially the United Nations, in the fields of industry and employment (Article 12, Article 13); and providing technical assistance, information, and publications on various aspects of industrial life and labour (Article 10, Article 11) (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf). These principles enable the Organization to fulfil its role as the specialized agency of the United Nations devoted to promoting rights at work, creating greater opportunities for women and men to decent employment and income, enhancing the coverage and effectiveness of social protection for all, and strengthen tripartism and social dialogue  (https://www.ilo.org/global/about-the-ilo/mission-and-objectives/lang--en/index.htm).",status=accepted; attribute=DO; indicator=DO_purpose,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,Defined objectives: stated institutional purposes/goals expressed in founding and/or strategic texts.,Coder note,Part II attribute-node definition (codebook note),Coder note,bd52e9c4783d621cff2b665886262baec3daff90,attributes,ACCEPT,DO,0.31680696694451327
TLF-V6-002336,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-01-01T08:29:26Z,IA,Accept,International Labour Organization (ILO),DO,Defined Objectives,IND_DO_OBJECTIVES,Stated objectives/purpose and institutional goals,Matrix synthesis (coder narrative),Explanation/Elaboration,"Constitution, the International Labour Organization's objectives encompass several key principles: promoting social justice and internationally recognized human and labour rights, based on the Declaration of Philadelphia and the Declaration on Fundamental Principles and Rights at Work (Preamble)",Constitution,—,EN,—,—,—,"According to the Preamble and Chapter I of the ILO Constitution, the International Labour Organization's objectives encompass several key principles: promoting social justice and internationally recognized human and labour rights, based on the Declaration of Philadelphia and the Declaration on Fundamental Principles and Rights at Work (Preamble); establishing and adopting","According to the Preamble and Chapter I of the ILO Constitution, the International Labour Organization's objectives encompass several key principles: promoting social justice and internationally recognized human and labour rights, based on the Declaration of Philadelphia and the Declaration on Fundamental Principles and Rights at Work (Preamble); establishing and adopting international labour standards in the form of Conventions and Recommendations, and ensuring their effective observance by the Members (Article 19, Article 22, Article 23, Article 24, Article 26); fostering cooperation among the Members and with other international organizations, especially the United Nations, in the fields of industry and employment (Article 12, Article 13); and providing technical assistance, information, and publications on various aspects of industrial life and labour (Article 10, Article 11) (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf). These principles enable the Organization to fulfil its role as the specialized agency of the United Nations devoted to promoting rights at work, creating greater opportunities for women and men to decent employment and income, enhancing the coverage and effectiveness of social protection for all, and strengthen tripartism and social dialogue  (https://www.ilo.org/global/about-the-ilo/mission-and-objectives/lang--en/index.htm).",status=accepted; attribute=DO; indicator=DO_purpose,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,"According to the Preamble and Chapter I of the ILO Constitution, the International Labour Organization's objectives encompass several key principles: promoting social justice and internationally recognized human and labour rights, based on the Declaration of Philadelphia and the Declaration on Fundamental Principles and Rights at Work (Preamble); establishing and adopting international labour standards in the form of Conventions and Recommendations, and ensuring their effective observance by the Members (Article 19, Article 22, Article 23, Article 24, Article 26); fostering cooperation among the Members and with other international organizations, especially the United Nations, in the fields of industry and employment (Article 12, Article 13); and providing technical assistance, information, and publications on various aspects of industrial life and labour (Article 10, Article 11) (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf). These principles enable the Organization to fulfil its role as the specialized agency of the United Nations devoted to promoting rights at work, creating greater opportunities for women and men to decent employment and income, enhancing the coverage and effectiveness of social protection for all, and strengthen tripartism and social dialogue  (https://www.ilo.org/global/about-the-ilo/mission-and-objectives/lang--en/index.htm).",Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,866871d216c8b7ec9f05365bdad83ac3f501fe84,attributes,ACCEPT,DO,0.015982920683295296
TLF-V6-002337,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:58:00Z,IA,Accept,International Labour Organization (ILO),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Methodological template (coder note),Definition/Identification,"Horizontal coordination within ILO involves collaboration with different sectors and stakeholders within the labour domain, such as governments,",Strategic/operational document,—,EN,—,—,—,"Horizontal coordination: coordination with peers at similar levels (inter‑agency platforms, joint workplans, cross‑sector coordination).","Horizontal coordination within ILO involves collaboration with different sectors and stakeholders within the labour domain, such as governments, employers, workers, social partners, and other international organizations (https://www.ilo.org/global/about-the-ilo/lang--en/index.htm). This coordination is structured under the Organization section of the ILO Constitution, specifically in Articles 1-13 (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf). The ILO promotes social justice and decent work by setting international labour standards, providing technical assistance and capacity building, conducting research and analysis, and fostering social dialogue and tripartism (https://www.ilo.org/global/about-the-ilo/mission-and-objectives/lang--en/index.htm). The ILO facilitates the exchange of information and experience among its Members and cooperates with other specialized agencies and bodies of the United Nations on matters pertaining to its mandate (https://www.ilo.org/wcmsp5/groups/public/---ed_mas/---program/documents/genericdocument/wcms_831036.pdf).",status=accepted; attribute=HC; indicator=HC_evidence,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,"Horizontal coordination: coordination with peers at similar levels (inter‑agency platforms, joint workplans, cross‑sector coordination).",Coder note,Part II attribute-node definition (codebook note),Coder note,9a153d8818defa0e8a2cdd807873fd0477140a89,attributes,ACCEPT,HC,0.25520137615650507
TLF-V6-002338,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:59:00Z,IA,Accept,International Labour Organization (ILO),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Matrix synthesis (coder narrative),Explanation/Elaboration,"Horizontal coordination within ILO involves collaboration with different sectors and stakeholders within the labour domain, such as governments,",Strategic/operational document,—,EN,—,—,—,"Horizontal coordination within ILO involves collaboration with different sectors and stakeholders within the labour domain, such as governments, employers, workers, social partners, and other international organizations (https://www.ilo.org/global/about-the-ilo/lang--en/index.htm). This coordination is structured under the Organization section of the ILO Constitution, specifically in Articles 1-13 (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf). The ILO promotes social justice and","Horizontal coordination within ILO involves collaboration with different sectors and stakeholders within the labour domain, such as governments, employers, workers, social partners, and other international organizations (https://www.ilo.org/global/about-the-ilo/lang--en/index.htm). This coordination is structured under the Organization section of the ILO Constitution, specifically in Articles 1-13 (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf). The ILO promotes social justice and decent work by setting international labour standards, providing technical assistance and capacity building, conducting research and analysis, and fostering social dialogue and tripartism (https://www.ilo.org/global/about-the-ilo/mission-and-objectives/lang--en/index.htm). The ILO facilitates the exchange of information and experience among its Members and cooperates with other specialized agencies and bodies of the United Nations on matters pertaining to its mandate (https://www.ilo.org/wcmsp5/groups/public/---ed_mas/---program/documents/genericdocument/wcms_831036.pdf).",status=accepted; attribute=HC; indicator=HC_evidence,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,"Horizontal coordination within ILO involves collaboration with different sectors and stakeholders within the labour domain, such as governments, employers, workers, social partners, and other international organizations (https://www.ilo.org/global/about-the-ilo/lang--en/index.htm). This coordination is structured under the Organization section of the ILO Constitution, specifically in Articles 1-13 (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf). The ILO promotes social justice and decent work by setting international labour standards, providing technical assistance and capacity building, conducting research and analysis, and fostering social dialogue and tripartism (https://www.ilo.org/global/about-the-ilo/mission-and-objectives/lang--en/index.htm). The ILO facilitates the exchange of information and experience among its Members and cooperates with other specialized agencies and bodies of the United Nations on matters pertaining to its mandate (https://www.ilo.org/wcmsp5/groups/public/---ed_mas/---program/documents/genericdocument/wcms_831036.pdf).",Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,fc82ce987c3a817f9c41c7fc5ae1e96940cceb98,attributes,ACCEPT,HC,0.07585286849419555
TLF-V6-002339,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-12-26T21:07:40Z,IA,Accept,International Labour Organization (ILO),IIR,Inter-Institutional Relationships,IND_IIR_RELATIONS,Formal inter-institutional partnerships and mechanisms,Methodological template (coder note),Definition/Identification,Constitution (https://www,Constitution,—,EN,—,—,—,"Inter‑institutional relationships: formalised cooperation with other bodies (e.g., MoUs, joint programmes, agreements; partner type × mechanism × year).","The ILO collaborates with various organizations to achieve its objectives. It works closely with its tripartite constituents - governments, employers and workers - through the International Labour Conference, the Governing Body, and the Regional Meetings, which are the supreme organs of the ILO and set its policies and programmes (https://www.ilo.org/global/about-the-ilo/how-the-ilo-works/lang--en/index.htm). As the first specialized agency of the UN, the ILO's relationship with the UN is based on the Agreement between the United Nations and the International Labour Organization, which was approved by the General Assembly in 1946 and by the International Labour Conference in 1947 (https://www.ilo.org/wcmsp5/groups/public/---dgreports/---jur/documents/genericdocument/wcms_433792.pdf). Additionally, the ILO cooperates with other UN agencies and regional and subregional organizations, such as the UN Economic and Social Council, the UN Development Group, UNEP, UNIDO, UNDP, UNITAR, the World Bank, the IMF, the OECD, the African Union, the European Union, and the Organization of American States, on various aspects of labour and social issues, as stipulated in Article 12 and Article 13 of the ILO Constitution (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf; https://www.ilo.org/pardev/partnerships/partnerships-and-relations/interagency-partnerships/lang--en/index.htm). The ILO is member of the UN Cluster on Trade and Productive Capacity   through which it works with UNCTAD, ITC, UNIDO and UNOPS to enhance horticulture supply and sustainable tourism to develop business linkages in developing countries (https://tii.unido.org/sites/default/files/publications/TII_ImpactStory_SECO_Myanmar.pdf)  It also participates in the Regular Process for Global Reporting and Assessment of the Marine Environment, providing data on the social and economic dimensions of the marine sector, as recognized in resolution 57/141, paragraph  (https://www.un.org/en/development/desa/population/migration/generalassembly/docs/globalcompact/A_RES_57_141.pdf).",status=accepted; attribute=IIR; indicator=IIR_mechanism,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,"Inter‑institutional relationships: formalised cooperation with other bodies (e.g., MoUs, joint programmes, agreements; partner type × mechanism × year).",Coder note,Part II attribute-node definition (codebook note),Coder note,f081f25aac0562f979c20aa2b12432afa8339af9,attributes,ACCEPT,IIR,0.28103076514017183
TLF-V6-002340,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-12-26T21:08:40Z,IA,Accept,International Labour Organization (ILO),IIR,Inter-Institutional Relationships,IND_IIR_RELATIONS,Formal inter-institutional partnerships and mechanisms,Matrix synthesis (coder narrative),Explanation/Elaboration,Constitution (https://www,Constitution,—,EN,—,—,—,"The ILO collaborates with various organizations to achieve its objectives. It works closely with its tripartite constituents - governments, employers and workers - through the International Labour Conference, the Governing Body, and the Regional Meetings, which are the supreme organs of the ILO and set its policies and programmes (https://www.ilo.org/global/about-the-ilo/how-the-ilo-works/lang--en/index.htm).","The ILO collaborates with various organizations to achieve its objectives. It works closely with its tripartite constituents - governments, employers and workers - through the International Labour Conference, the Governing Body, and the Regional Meetings, which are the supreme organs of the ILO and set its policies and programmes (https://www.ilo.org/global/about-the-ilo/how-the-ilo-works/lang--en/index.htm). As the first specialized agency of the UN, the ILO's relationship with the UN is based on the Agreement between the United Nations and the International Labour Organization, which was approved by the General Assembly in 1946 and by the International Labour Conference in 1947 (https://www.ilo.org/wcmsp5/groups/public/---dgreports/---jur/documents/genericdocument/wcms_433792.pdf). Additionally, the ILO cooperates with other UN agencies and regional and subregional organizations, such as the UN Economic and Social Council, the UN Development Group, UNEP, UNIDO, UNDP, UNITAR, the World Bank, the IMF, the OECD, the African Union, the European Union, and the Organization of American States, on various aspects of labour and social issues, as stipulated in Article 12 and Article 13 of the ILO Constitution (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf; https://www.ilo.org/pardev/partnerships/partnerships-and-relations/interagency-partnerships/lang--en/index.htm). The ILO is member of the UN Cluster on Trade and Productive Capacity   through which it works with UNCTAD, ITC, UNIDO and UNOPS to enhance horticulture supply and sustainable tourism to develop business linkages in developing countries (https://tii.unido.org/sites/default/files/publications/TII_ImpactStory_SECO_Myanmar.pdf)  It also participates in the Regular Process for Global Reporting and Assessment of the Marine Environment, providing data on the social and economic dimensions of the marine sector, as recognized in resolution 57/141, paragraph  (https://www.un.org/en/development/desa/population/migration/generalassembly/docs/globalcompact/A_RES_57_141.pdf).",status=accepted; attribute=IIR; indicator=IIR_mechanism,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,"The ILO collaborates with various organizations to achieve its objectives. It works closely with its tripartite constituents - governments, employers and workers - through the International Labour Conference, the Governing Body, and the Regional Meetings, which are the supreme organs of the ILO and set its policies and programmes (https://www.ilo.org/global/about-the-ilo/how-the-ilo-works/lang--en/index.htm). As the first specialized agency of the UN, the ILO's relationship with the UN is based on the Agreement between the United Nations and the International Labour Organization, which was approved by the General Assembly in 1946 and by the International Labour Conference in 1947 (https://www.ilo.org/wcmsp5/groups/public/---dgreports/---jur/documents/genericdocument/wcms_433792.pdf). Additionally, the ILO cooperates with other UN agencies and regional and subregional organizations, such as the UN Economic and Social Council, the UN Development Group, UNEP, UNIDO, UNDP, UNITAR, the World Bank, the IMF, the OECD, the African Union, the European Union, and the Organization of American States, on various aspects of labour and social issues, as stipulated in Article 12 and Article 13 of the ILO Constitution (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf; https://www.ilo.org/pardev/partnerships/partnerships-and-relations/interagency-partnerships/lang--en/index.htm). The ILO is member of the UN Cluster on Trade and Productive Capacity   through which it works with UNCTAD, ITC, UNIDO and UNOPS to enhance horticulture supply and sustainable tourism to develop business linkages in developing countries (https://tii.unido.org/sites/default/files/publications/TII_ImpactStory_SECO_Myanmar.pdf)  It also participates in the Regular Process for Global Reporting and Assessment of the Marine Environment, providing data on the social and economic dimensions of the marine sector, as recognized in resolution 57/141, paragraph  (https://www.un.org/en/development/desa/population/migration/generalassembly/docs/globalcompact/A_RES_57_141.pdf).",Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,390dbd8cf6a1fcfd8a6d66901ca18b9bde15227a,attributes,ACCEPT,IIR,0.0
TLF-V6-002341,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-12-29T02:25:13Z,IA,Accept,International Labour Organization (ILO),SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Methodological template (coder note),Definition/Identification,Constitution of the International Labour Organization,Constitution,—,EN,—,—,—,"Scale classification indicating global or near‑global mandate (membership reach, ABNJ remit, or multi‑basin uptake).",Global,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,"Scale classification indicating global or near‑global mandate (membership reach, ABNJ remit, or multi‑basin uptake).",Coder note,Part II attribute-node definition (codebook note),Coder note,9822a6f96704f457fb7437e4a99d4d1d97e13f97,scale_gate,ACCEPT,SCL,0.3879581861171067
TLF-V6-002342,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-12-29T02:26:13Z,IA,Accept,International Labour Organization (ILO),SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Matrix synthesis (coder narrative),Explanation/Elaboration,Constitution of the International Labour Organization,Constitution,—,EN,—,—,—,Global,Global,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,Global,Narrative synthesis,Part II attribute-node explanation (matrix narrative),Coder synthesis,2b248ce95e548bb8c87d183ab66e22142f569459,scale_gate,ACCEPT,SCL,0.27002604662797214
TLF-V6-002343,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2024-12-29T21:56:01Z,IA,Accept,International Labour Organization (ILO),SJ,Spatial Jurisdiction,IND_SJ_SCOPE,Geographic scope and ABNJ/high-seas references,Methodological template (coder note),Definition/Identification,Wcms 818973.Pdf).,Unspecified (see source_title/source_uri),—,EN,—,—,—,"Spatial jurisdiction: geographic scope where the IGO’s mandate applies (e.g., global oceans, ABNJ/high seas, defined zones).","ILO's authority is global, covering the labour standards and rights of its member states. This includes a focus on countries, territories and areas within the UN system, with authority reaching up to the national laws and policies of these states, respecting their sovereignty and diversity. The ILO also cooperates with regional and subregional organizations to promote decent work and social justice (https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf).",status=accepted; attribute=SJ; indicator=SJ_scope,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,"Spatial jurisdiction: geographic scope where the IGO’s mandate applies (e.g., global oceans, ABNJ/high seas, defined zones).",Coder note,Part II attribute-node definition (codebook note),Coder note,a33595cd0e21549ed84a78ecff88dd7fd56b15ff,attributes,ACCEPT,SJ,0.5159752403933976
