log_id,timestamp_iso,coder_id,run_id,dictionary_version,tagset_version,export_version,igo,attribute_code_before,indicator_id_before,attribute_code_after,indicator_id_after,evidence_tier,doc_family_inferred,source_title,source_type,source_scope,article_section_page,source_uri,trigger_term,excerpt_<=50w,coder_action,retained_in_longfile,decision_rationale,review_note,trace_key,retrieval_set,attribute_code_final,coder_action_std,tfidf_cosine,retrieval_method
AT-P2-0000774,2025-02-07T18:05:31Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),SJ,IND_SJ_SCOPE,SJ,IND_SJ_SCOPE,Definition/Identification,Other/unclear,"Treaty on the Non-Proliferation of Nuclear Weapons (NPT), with authority extending to all peaceful and military nuclear activities, materials, and equipment within these states, covering key nuclear safety and security issues (https://treaties",Unspecified (see source_title/source_uri),—,—,—,global,"Spatial jurisdiction: geographic scope where the IGO’s mandate applies (e.g., global oceans, ABNJ/high seas, defined zones).",Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,bd6cbdd9bda75b661ad6912b94d890d5f9cdbebf,attributes,SJ,ACCEPT,0.5159752403933976,regex + TF-IDF cosine (ranking)
AT-P2-0000775,2025-02-07T18:06:31Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),SJ,IND_SJ_SCOPE,SJ,IND_SJ_SCOPE,Explanation/Elaboration,Other/unclear,"Treaty on the Non-Proliferation of Nuclear Weapons (NPT), with authority extending to all peaceful and military nuclear activities, materials, and equipment within these states, covering key nuclear safety and security issues (https://treaties",Unspecified (see source_title/source_uri),—,—,—,global,"The IAEA's authority is global, encompassing the nuclear activities and facilities of its member states (https://www.iaea.org/about/governance/list-of-member-states). This includes a focus on states that have signed the Treaty on the Non-Proliferation of Nuclear Weapons (NPT), with authority extending to all peaceful and military nuclear activities, materials, and equipment within these states,",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,cd40ba681a25d67a3682ff0868b4b8a4dd8eeed9,attributes,SJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000776,2025-02-07T18:07:31Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),SJ,IND_SJ_SCOPE,SJ,IND_SJ_SCOPE,Substantiation/References,Other/unclear,"Treaty on the Non-Proliferation of Nuclear Weapons (NPT), with authority extending to all peaceful and military nuclear activities, materials, and equipment within these states, covering key nuclear safety and security issues (https://treaties",Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),https://www.iaea.org/about/governance/list-of-member-states).,global,"The IAEA's authority is global, encompassing the nuclear activities and facilities of its member states (https://www.iaea.org/about/governance/list-of-member-states). This includes a focus on states that have signed the Treaty on the Non-Proliferation of Nuclear Weapons (NPT), with authority extending to all peaceful and military nuclear activities, materials, and equipment within these states,",Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: SJ coded from explicit geographic scope language (Not specified (see narrative/citations in cell text)); retained for spatial scope.,662e12a93a7f5a0c3e28ac93fbf5772b967e9da6,attributes,SJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000777,2025-02-07T19:14:02Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Foundational legal instrument,"agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the WMO's mandate, addressing meteorology, hydrology, climatology, and related environmental disciplines (https://library",Agreement,—,Not specified (see narrative/citations in cell text),https://library.wmo.int/viewer/68578/download?file=1336_WMO-Strategic-Plan-2024-2027_en.pdf&type=pdf&navigator=1,strategic plan,"current plan, applicable for 2024-2027, aligns with the WMO's mandate to advance meteorological, climatological, hydrological, and related environmental services (https://library.wmo.int/viewer/68578/download?file=1336_WMO-Strategic-Plan-2024-2027_en.pdf&type=pdf&navigator=1). Secondly, a Results-based Budget, devised by the secretariat and ratified by the World Meteorological Congress, detail resources for implementation of the Strategic Plan, including the functioning of constituent bodies and",Accept,Yes,Relevant to indicator; retained after contextual read-through.,"Founding instrument evidence: strategy/implementation language captured (Not specified (see narrative/citations in cell text)); retained under STR, tagged 'mixed strategy references'.",73be73902fb23fac5e411d3d0d02cace5a32aa15,attributes,STR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000778,2025-02-08T00:11:10Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Foundational legal instrument,"agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the WMO's mandate, addressing meteorology, hydrology, climatology, and related environmental disciplines (https://library",Agreement,—,Not specified (see narrative/citations in cell text),https://library.wmo.int/viewer/56690?medianame=1236_en_#page=33&viewer=picture&o=bookmark&n=0&q=,strategic plan,"Meteorological Congress, detail resources for implementation of the Strategic Plan, including the functioning of constituent bodies and the Secretariat (https://library.wmo.int/viewer/56690?medianame=1236_en_#page=33&viewer=picture&o=bookmark&n=0&q=). Finally, various agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the WMO's mandate, addressing meteorology, hydrology, climatology, and related environmental disciplines (https://library.wmo.int/viewer/55618/download?file=1196_en.pdf&type=pdf&navigator=1). These regulatory provisions make it",Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: strategy instrument evidence captured (Not specified (see narrative/citations in cell text)); classified to 'standards/regulation' family for STR.,ec572564b7b714d535873a71910b7717f20bd08a,attributes,STR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000779,2025-02-08T05:08:19Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Foundational legal instrument,"agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the WMO's mandate, addressing meteorology, hydrology, climatology, and related environmental disciplines (https://library",Agreement,—,Not specified (see narrative/citations in cell text),https://library.wmo.int/viewer/55618/download?file=1196_en.pdf&type=pdf&navigator=1,strategic plan,"and initiatives provide an operational framework for implementing the WMO's mandate, addressing meteorology, hydrology, climatology, and related environmental disciplines (https://library.wmo.int/viewer/55618/download?file=1196_en.pdf&type=pdf&navigator=1). These regulatory provisions make it possible to operate the 24/7/365 global systems for observations, data exchange and management, forecasting and provision of authoritative scientific assessments and standardized service products to",Accept,Yes,Relevant to indicator; retained after contextual read-through.,"Founding instrument evidence: strategy/implementation language captured (Not specified (see narrative/citations in cell text)); retained under STR, tagged 'standards/regulation'.",05c4e3da3c94b0f3b4d398225a71f37549e79d5c,attributes,STR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000780,2025-02-08T10:05:27Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Foundational legal instrument,"agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the WMO's mandate, addressing meteorology, hydrology, climatology, and related environmental disciplines (https://library",Agreement,—,Not specified (see narrative/citations in cell text),https://library.wmo.int/viewer/55618/download?file=EC-69_Progress_report_en.pdf&type=pdf&navigator=1,strategic plan,"scientific assessments and standardized service products to a variety of users in each WMO Member State and Member Territory (https://library.wmo.int/viewer/55618/download?file=EC-69_Progress_report_en.pdf&type=pdf&navigator=1). The WMO also has a Competency Framework that helps Members design their services for effective delivery, assist in staffing decisions, guide the performance assessment of staff members, and offer recommended",Accept,Yes,Relevant to indicator; retained after contextual read-through.,"Founding instrument evidence: strategy/implementation language captured (Not specified (see narrative/citations in cell text)); retained under STR, tagged 'standards/regulation'.",8e890e8a4babfed6fd8c88dd1dcf888b1ffff953,attributes,STR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000781,2025-02-08T13:36:19Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),SMJ,IND_SMJ_DOMAIN,SMJ,IND_SMJ_DOMAIN,Definition/Identification,Foundational legal instrument,agreements),Agreement,—,—,—,functions include,Subject‑matter jurisdiction: functional/issue remit over which the IGO is authorised to act (ocean‑economy relevant domains).,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,87d08e70e0119eff122b813738f31f42a892e271,attributes,SMJ,ACCEPT,0.33355693409956827,regex + TF-IDF cosine (ranking)
AT-P2-0000782,2025-02-08T13:37:19Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),SMJ,IND_SMJ_DOMAIN,SMJ,IND_SMJ_DOMAIN,Explanation/Elaboration,Foundational legal instrument,agreements),Agreement,—,—,—,functions include,"The IAEA is responsible for ensuring the safe, secure and peaceful use of nuclear energy and technology, especially among countries that have committed to non-proliferation and disarmament obligations (https://www.iaea.org/sites/default/files/18/03/competency-framework.pdf). This includes addressing nuclear safety and security issues, such as safeguards, emergency preparedness, radiation protection, nuclear waste management, and nuclear security",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,d4b0484d8cf1929746814e7b488f5ab99522ab56,attributes,SMJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000783,2025-02-08T13:38:19Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),SMJ,IND_SMJ_DOMAIN,SMJ,IND_SMJ_DOMAIN,Substantiation/References,Foundational legal instrument,agreements),Agreement,—,Not specified (see narrative/citations in cell text),https://www.iaea.org/sites/default/files/18/03/competency-framework.pdf).,functions include,"The IAEA is responsible for ensuring the safe, secure and peaceful use of nuclear energy and technology, especially among countries that have committed to non-proliferation and disarmament obligations (https://www.iaea.org/sites/default/files/18/03/competency-framework.pdf). This includes addressing nuclear safety and security issues, such as safeguards, emergency preparedness, radiation protection, nuclear waste management, and nuclear security",Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: SMJ coded as issue-domain descriptor (pollution/chemicals) (Not specified (see narrative/citations in cell text)); separated from governance constructs.,10c13e1fed1dcf041d90d5670977a87a31505a29,attributes,SMJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000784,2025-02-08T15:02:35Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Foundational legal instrument,"agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the WMO's mandate, addressing meteorology, hydrology, climatology, and related environmental disciplines (https://library",Agreement,—,Not specified (see narrative/citations in cell text),https://library.wmo.int/viewer/56877/download?file=1209_en.pdf&type=pdf&navigator=1,strategic plan,"decisions, guide the performance assessment of staff members, and offer recommended learning outcomes to use in planning training programmes (https://library.wmo.int/viewer/56877/download?file=1209_en.pdf&type=pdf&navigator=1). In addition to these, the WMO has Resolutions, Decisions and Recommendations adopted by the Congress, Executive Council, Regional Associations and Technical Commissions in force (https://tools.wmo.int/wmo-resolutions/). These resolutions and decisions guide",Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: strategy instrument evidence captured (Not specified (see narrative/citations in cell text)); classified to 'capacity/finance' family for STR.,3e7023eb96090a92151101fb30e8011a20c74297,attributes,STR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000785,2025-02-08T19:59:43Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),DO,—,STR,IND_STR_INSTRUMENTS,Substantiation/References,Foundational legal instrument,"agreements, mechanisms, platforms, and initiatives provide an operational framework for implementing the WMO's mandate, addressing meteorology, hydrology, climatology, and related environmental disciplines (https://library",Agreement,—,Not specified (see narrative/citations in cell text),https://tools.wmo.int/wmo-resolutions/,strategic plan,"WMO has Resolutions, Decisions and Recommendations adopted by the Congress, Executive Council, Regional Associations and Technical Commissions in force (https://tools.wmo.int/wmo-resolutions/). These resolutions and decisions guide the overall progress towards achieving departmental targets and organizational objectives and goals.",Re-tag,Yes,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,Re-tagged from DO candidate set: excerpt describes governance tools/work programme/instrument mix; retained under STR.,08d1e4e71aed97e5a15b59d389a9fdd2756b050c,attributes,STR,RETAG,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000786,2025-02-09T05:51:59Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Definition/Identification,Foundational legal instrument,Convention of the World Meteorological Organization (https://library,Convention,—,—,—,partnership,"Inter‑institutional relationships: formalised cooperation with other bodies (e.g., MoUs, joint programmes, agreements; partner type × mechanism × year).",Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,a5604e87281fd9102b558fbf1e74943d909a1942,attributes,IIR,ACCEPT,0.28103076514017183,regex + TF-IDF cosine (ranking)
AT-P2-0000787,2025-02-09T05:52:59Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Explanation/Elaboration,Foundational legal instrument,Convention of the World Meteorological Organization (https://library,Convention,—,—,—,partnership,"The WMO collaborates with key organizations to fulfill its objectives. It engages with 193 Member States and various stakeholders through the World Meteorological Congress, serving as the highest-level meteorological decision-making body (https://wmo.int/about-wmo/overview). As the primary meteorological authority within the UN system, WMO's relationship with the UN is grounded in Part",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,24d131e84ce8b8ae76245dff0d15178614e29007,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000788,2025-02-09T05:53:59Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Convention of the World Meteorological Organization (https://library,Convention,—,Article 25,https://wmo.int/about-wmo/overview,partnership,"with 193 Member States and various stakeholders through the World Meteorological Congress, serving as the highest-level meteorological decision-making body (https://wmo.int/about-wmo/overview). As the primary meteorological authority within the UN system, WMO's relationship with the UN is grounded in Part XII, Article 25 of the Convention of the World Meteorological Organization (https://library.wmo.int/viewer/48992/download?file=15_2021_en.pdf&type=pdf&navigator=1),",Accept,Yes,Coordination reference verified in context; coded to correct coordination attribute.,Founding instrument evidence: relationship architecture noted (Article 25); retained for IIR substantiation.,c924c7917861f01aed1d8f654ba30a82bbe46f9f,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000789,2025-02-09T09:07:08Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Definition/Identification,Foundational legal instrument,"Statute of the IAEA, which was approved by the United Nations General Assembly (UNGA) in 1956 and entered into force in 1957 (https://www",Statute/Charter,—,—,—,mandate,Source of jurisdiction: formal legal basis enabling authority (treaty/charter article(s) or constitutive resolution reference).,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,e81766d7a1c265b1b75391b001ece1a70c142e87,attributes,SoJ,ACCEPT,0.1882383021346278,regex + TF-IDF cosine (ranking)
AT-P2-0000790,2025-02-09T09:08:08Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Explanation/Elaboration,Foundational legal instrument,"Statute of the IAEA, which was approved by the United Nations General Assembly (UNGA) in 1956 and entered into force in 1957 (https://www",Statute/Charter,—,—,—,mandate,"The IAEA derives its mandate from the Statute of the IAEA, which was approved by the United Nations General Assembly (UNGA) in 1956 and entered into force in 1957 (https://www.iaea.org/sites/default/files/statute.pdf). The Statute provides the legal basis for the IAEA's jurisdiction over the promotion and control of the peaceful uses of",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,d2652e03d14c5bc784cfdfc2b8487c24c321ef2c,attributes,SoJ,ACCEPT,0.02958971922895709,regex + TF-IDF cosine (ranking)
AT-P2-0000791,2025-02-09T09:09:08Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,"Statute of the IAEA, which was approved by the United Nations General Assembly (UNGA) in 1956 and entered into force in 1957 (https://www",Statute/Charter,—,Article III,https://www.iaea.org/sites/default/files/statute.pdf).,mandate,"The IAEA derives its mandate from the Statute of the IAEA, which was approved by the United Nations General Assembly (UNGA) in 1956 and entered into force in 1957 (https://www.iaea.org/sites/default/files/statute.pdf). The Statute provides the legal basis for the IAEA's jurisdiction over the promotion and control of the peaceful uses of",Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: jurisdictional source located (Article III); used to populate SoJ with traceable citation.,e5ef6c120c20f88f56e5bb814c3c1680f6155317,attributes,SoJ,ACCEPT,0.02958971922895709,regex + TF-IDF cosine (ranking)
AT-P2-0000792,2025-02-09T10:51:08Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Convention of the World Meteorological Organization (https://library,Convention,—,Article 25,https://library.wmo.int/viewer/48992/download?file=15_2021_en.pdf&type=pdf&navigator=1,partnership,"relationship with the UN is grounded in Part XII, Article 25 of the Convention of the World Meteorological Organization (https://library.wmo.int/viewer/48992/download?file=15_2021_en.pdf&type=pdf&navigator=1), pursuant to Article 57 of the Charter of the United Nations (https://www.un.org/en/about-us/un-charter/full-text). Additionally, WMO supports National Meteorological and Hydrological Services (NMHSs) and advances the application of meteorology and hydrology in",Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: relationship architecture noted (Article 25); retained for IIR substantiation.,7c4d49e5b98c908138cee61d850b54172a79374b,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000793,2025-02-09T15:48:16Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Convention of the World Meteorological Organization (https://library,Convention,—,Article 25,https://www.un.org/en/about-us/un-charter/full-text,partnership,"the Convention of the World Meteorological Organization (https://library.wmo.int/viewer/48992/download?file=15_2021_en.pdf&type=pdf&navigator=1), pursuant to Article 57 of the Charter of the United Nations (https://www.un.org/en/about-us/un-charter/full-text). Additionally, WMO supports National Meteorological and Hydrological Services (NMHSs) and advances the application of meteorology and hydrology in many societal and economic areas (https://wmo.int/about-wmo/overview). Pursuant to Part XIII, Article 26",Accept,Yes,Relationship mechanism confirmed; retained with provenance metadata.,Founding instrument evidence: relationship architecture noted (Article 25); retained for IIR substantiation.,ae1585fce75ba29b62b7d402f1bf91686f4cd2f7,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000794,2025-02-10T04:37:56Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Definition/Identification,Foundational legal instrument,Statute (https://www,Statute/Charter,—,—,—,purpose,Defined objectives: stated institutional purposes/goals expressed in founding and/or strategic texts.,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,68bd4cc2ed354c70ff8491e40643d3ac98ee9d38,attributes,DO,ACCEPT,0.31680696694451327,regex + TF-IDF cosine (ranking)
AT-P2-0000795,2025-02-10T04:38:56Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Explanation/Elaboration,Foundational legal instrument,Statute (https://www,Statute/Charter,—,—,—,purpose,"The International Atomic Energy Agency (IAEA), as stated in Article II of its Statute (https://www.iaea.org/sites/default/files/statute.pdf), aims to accelerate and enlarge atomic energy's contribution to peace, health, and prosperity worldwide while ensuring no assistance is used for military purposes. Its key functions include encouraging research and practical application of atomic energy",Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,ed97e872a71159f6f1958455a425cab8cf8a3279,attributes,DO,ACCEPT,0.016929706618232385,regex + TF-IDF cosine (ranking)
AT-P2-0000796,2025-02-10T04:39:56Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Substantiation/References,Foundational legal instrument,Statute (https://www,Statute/Charter,—,Article II,"https://www.iaea.org/sites/default/files/statute.pdf),",purpose,"The International Atomic Energy Agency (IAEA), as stated in Article II of its Statute (https://www.iaea.org/sites/default/files/statute.pdf), aims to accelerate and enlarge atomic energy's contribution to peace, health, and prosperity worldwide while ensuring no assistance is used for military purposes. Its key functions include encouraging research and practical application of atomic energy",Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: goal language located (Article II); retained for DO with provenance.,97deccc3fc5e6b5b95a8726ef293ee46dc06d13f,attributes,DO,ACCEPT,0.016929706618232385,regex + TF-IDF cosine (ranking)
AT-P2-0000797,2025-02-10T06:39:40Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Convention of the World Meteorological Organization (https://library,Convention,—,Article 25,https://wmo.int/about-wmo/partnerships,partnership,"Sustainable Development Goals (SDGs), the Sendai Framework for Disaster Risk Reduction, and the UN Framework Convention on Climate Change (https://wmo.int/about-wmo/partnerships). Furthermore, WMO maintains a relationship with the public, private, and academic sectors operating in the global weather arena through its Public-Private Engagement (PPE) initiative (https://community.wmo.int/en/activity-areas/public-private-partnerships). This initiative encourages and enables",Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: inter-institutional relationship evidenced (Article 25); partner/mechanism details logged where stated.,d319deaa5a7c42e5ef3030d2612ff9534affd8d9,attributes,IIR,ACCEPT,0.022781557585954577,regex + TF-IDF cosine (ranking)
AT-P2-0000798,2025-02-10T11:36:49Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Convention of the World Meteorological Organization (https://library,Convention,—,Article 25,https://community.wmo.int/en/activity-areas/public-private-partnerships,partnership,"with the public, private, and academic sectors operating in the global weather arena through its Public-Private Engagement (PPE) initiative (https://community.wmo.int/en/activity-areas/public-private-partnerships). This initiative encourages and enables Members to pursue mutually beneficial partnerships and engagement with all sectors and stakeholders in order to enhance weather, climate, and water services for businesses, individuals,",Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: relationship architecture noted (Article 25); retained for IIR substantiation.,a98b9ed23b871a1e7fd417266aaf837adcd8dbb0,attributes,IIR,ACCEPT,0.023084312666748142,regex + TF-IDF cosine (ranking)
AT-P2-0000799,2025-02-10T21:31:05Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Convention of the World Meteorological Organization (https://library,Convention,—,Article 25,https://old.wmo.int/extranet/pages/prog/dra/vcp_en.php,partnership,"The WMO collaborates with key organizations to fulfill its objectives. It engages with 193 Member States and various stakeholders through the World Meteorological Congress, serving as the highest-level meteorological decision-making body (https://wmo.int/about-wmo/overview). As the primary meteorological authority within the UN system, WMO's relationship with the UN is grounded in Part",Accept,Yes,Relationship mechanism confirmed; retained with provenance metadata.,Founding instrument evidence: inter-institutional relationship evidenced (Article 25); partner/mechanism details logged where stated.,b6ad0e4578c5a47497d1ce354dc24b0f9810f9f1,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking)
AT-P2-0000800,2025-02-11T00:08:44Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,International Atomic Energy Agency (IAEA),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Definition/Identification,Other/unclear,Mts2024 2029.Pdf).,Unspecified (see source_title/source_uri),—,—,—,compliance,"Strategies: instrument portfolio and governance tools used to pursue objectives (e.g., standards, MRV, compliance, capacity building).",Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,36c0e8ed72cf68b1608d8ecd904ce22660a27415,attributes,STR,ACCEPT,0.18580855413389127,regex + TF-IDF cosine (ranking)
