run_id,hit_id,filename,page_in_pdf,seed_theme,retrieval_type,similarity_score,excerpt_snippet,para_text_full,relevance_score,action_suggested,action_final,final_theme,evidence_tier,reviewer_note_draft,reviewer_id,review_round,doc_id,title,authors,doi
stage2_pass1_20260125T232013Z,P1K000730,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,180,Compliance,keyword,,"Effective marine governance in NW Pacific 157 environmental monitoring data, verifying national policies and **compliance**, conducting talks at an appropriate level or profile such that entrepreneurial national environmental ministers would have an opportunity to introduce innovative policy proposals (such as the periodic North Sea Ministerial Conferences), linking negotiations and discussions to other areas of coll","Effective marine governance in NW Pacific 157 environmental monitoring data, verifying national policies and **compliance**, conducting talks at an appropriate level or profile such that entrepreneurial national environmental ministers would have an opportunity to introduce innovative policy proposals (such as the periodic North Sea Ministerial Conferences), linking negotiations and discussions to other areas of collective concern and thus improving the possibility for compromise, and by nesting the discussions within an overarching shared framework. The small number of countries to coordinate in the region—only 6 countries, including the USA—greatly facilitates the logistics of meetings, and of monitoring and verifying national actions. It can also facilitate horizontal linkages between marine issues and more salient issues which command concern by or for the region. There is no regularly available source of monitoring or policy information for the region. Limited options exist for linking talks about marine pollution to other sets of ongoing discussions in the region about navigation, and possibly technology transfer discussions under the rubric of the Kyoto Protocol in climate change. Zarsky and Hunter have argued for the potential benefits of simple policy reforms: linking macroeconomic policy reforms to marine pollution by stressing reforms which improve energy efficiency, reduce energy use and thus reduce production costs as well as reducing airborne emissions (Zarsky and Hunter 1997). Policy reforms which make economy more efficient would also generate resources for pollution control. Involving the World Bank in regional talks about marine pollution would enable such linking. Similarly, regional marine pollution talks may be nested under prior collective projects that provide precedents and frameworks for national commitments. Valencia lists 40 IMO navigational and oil pollution treaties to which one combination of the 5 regional countries is party (Valencia 1990). At the moment the dominant policy frames for the region appear to be related to financial recovery, with little potential for environmental protection. Enhancing national capacity International institutions have successfully overcome national reluctance to engage in multilateral environmental protection efforts by enhancing national capacity for environmental protection. Such efforts have the effect of providing additional benefits or inducements for states that are indifferent to the environment, as well as enabling states to formulate environmental policy domestically, and to enforce measures. For countries, particularly developing countries, which are suspicious of international initiatives arising from the North, building domestic institutions makes these governments more confident negotiators and thus more willing to acquiesce to collective deals. Capacity building has generally occurred by providing financing and technology transfer of monitoring equipment, or establishing clearinghouses with information about access to pollution control technology, and by providing training seminars for government officials in coastal zone management or in research and monitoring Downloaded by [University of California, San Diego] at 23:44 01 May 2017",4,SUGGEST_REVIEW,PENDING,,Substantiation/References,Draft memo: paragraph contains compliance language and discusses institutional design/coordination; confirm conceptual alignment with the theme definition.,,Pilot Pass 1 (seed-only),993ffa6724,Epistemic Communities Constructivism and International Environmental Politics,,
stage2_pass1_20260125T232013Z,P1K000731,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,181,Capacity Building,keyword,,"158 Peter M. Haas techniques for scientists and technicians. In the short term such **capacity building** activities often merely provide an expedient justification for appearing to consult science-based policy; but in the longer term they may transform states’ willingness to rely on science-based policy by enhancing the domestic political standing of the community, and also alerting the state to possible benefits fr","158 Peter M. Haas techniques for scientists and technicians. In the short term such **capacity building** activities often merely provide an expedient justification for appearing to consult science-based policy; but in the longer term they may transform states’ willingness to rely on science-based policy by enhancing the domestic political standing of the community, and also alerting the state to possible benefits from its use. European states trying to protect the North Sea and Baltic Sea have successfully experimented with task forces organized around the quest for best available technologies and best environmental practices with voluntary leadership by countries that already enjoy comparative advantage in particular environmental technologies. Through the use of lead-countries for technologies associated with different economic sectors, countries with an advantage are offered an opportunity for sharing that information with others and thus creating new markets for their firms. In the Mediterranean periodic oil spill conferences with parallel trade shows provided governments the opportunity to promote their country’s technology, as well as to learn about others’. Simply participating in international meetings and chairing panels or working groups confers prestige on governments that are seeking to elevate their international political stature. A striking feature of the North Asian region is the relatively high state capacity for formulating environmental policy (Baker, Bassett et al. 1985; Kim 1999). Competent state environmental agencies exist in all countries—except North Korea—with adequate numbers of professional staffs, and with adequate budgets. Less is known about the autonomy or discretion of the agency with the broader government, and thus its ability to influence policies with marine consequences taken by other functional agencies. Consequently, few governments would be attracted to collective talks solely out of the hope for material capacity building. The Japan Environmental Agency was established in 1972. By 1982 it had a staff of 907, of which 374 were scientific professionals. In 1993 1.1% of the total national budget went for the environment, and 3.5% in 1998 (OECD 1997; Kim 1999). In China, the Ministry of Urban and Rural Construction and Environmental Protection was established in 1974. A bureau of Environmental Protection was established in 1982 with a staff of 1,358, out of which 413 were scientific professionals. Its 1982–83 budget was 2.15 million $US. In 1991 0.8% of GDP was spent on environmental protection, and around 1% in 1998. South Korea created in 1980 an environmental administration within the Ministry of Health, and in 1990 established an office of the environment. The environmental administration had a staff of 233 of which 88 were scientific professionals. In 1998 2.24% of the South Korean budget went for environmental protection. Russia inherited many national institutional arrangements from the USSR. The State Committee for Hydrometeorology and Control of the Environment was established in 1973. Of GNP 1.3% was spent on environmental protection in 1988/1989 (Pryde 1991). The United States established the Environmental Protection Agency in 1970. The EPA is the largest environmental agency in the world, with over 17,000 employees 1992–1997, and with a budget of roughly 6 billion dollars (OECD 1996; Davies and Mazurek 1998). Downloaded by [University of California, San Diego] at 23:44 01 May 2017",3,SUGGEST_REVIEW,PENDING,,Explanation/Elaboration,Draft memo: paragraph contains capacity building language and discusses institutional design/coordination; confirm conceptual alignment with the theme definition.,,Pilot Pass 1 (seed-only),993ffa6724,Epistemic Communities Constructivism and International Environmental Politics,,
stage2_pass1_20260125T232013Z,P1K000732,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,185,Effectiveness,keyword,,"mbridge, Cambridge University Press. Republic of Korea. (1995). Korea’s Green Vision 21. Ministry of Environment. Sand, P., Ed. (1992). The **Effectiveness** of International Environmental Agreements. Cambridge ... , Grotius. Sand, P. H. (1990). Lessons Learning in Global Environmental Governance. Washington, World Resource Institute. Social Learning Group (2001). Social Learning and the Management of Global Environmental","162 Peter M. Haas Baker, M., L. Bassett, et al. (1985). The World Environmental Handbook. New York, World Environment Center. Boesch, D. F. (1999). “The Role of Science in Ocean Governance.” Ecological Economics 31(2). Dalton, R. J. (1994). The Green Rainbow. New Haven, CT, Yale University Press. Davies, C. and J. Mazurek (1998). Pollution Control in the United States. Washington D.C., Resources for the Future. Davis, E. v. w. (1996). “Global Conflicts in Marine Pollution: The Asian Pacific.” The Journal of East Asian Affairs: 192–222. Dunlap, R., G. Gallup, et al. (1992). Health of the Planet Survey. Princeton,NJ, Gallup International Institute. Economy, E. (1997). “Chinese Policy-Making and Global Climate Change”. The Internationalization of Environmental Protection. M. A. Schreurs and E. C. Economy. Cambridge, Cambridge University Press: 94–95. Environmental Treaties and Resource Indicators (1998). Environmental Treaties in Force for the NW Pacific Region. Freedom House (1998). “Global Press Freedom Declines.” The Economist: 98. Haas, P. M. (1990). Saving the Mediterranean: The Politics of International Environmental Cooperation. New York, Columbia University Press. Haas, P. M. (1991). “Save the Seas”. Ocean Yearbook 9. E. M. Borgese, N. Ginsburg and J. R. Morgan. Chicago, University of Chicago Press: 188–212. Haas, P. M. (1997). “Scientific Communities and Multiple Paths to Environmental Management”. Saving the Seas. A. Brooks and S. VanDeveer. Maryland Sea Grant. Haas, P. M. (1997). “Introduction: Epistemic Communities and International Policy Coordination”. Knowledge, Power and International Policy Coordination. P. M. Haas. Columbia, University of South Carolina Press. Haas, P. M. (1999). “Social Constructivism and the Evolution of Multilateral Environmental Governance”. Globalization and Governance. A. Prakash and J. A. Hart. London, Routledge: 103–133. International Union for the Conservation of Nature (1991). Random House Atlas of the Oceans. New York, Random House. Keohane, R. O. and M. A. Levy, Eds. (1996). Institutions for Environmental Aid: Pitfalls and Promise. Cambridge, MA, MIT Press. Kim, H.-J. (1999). International Environmental Cooperation in Northeast Asia. 40th International Studies Association annual convention. Washington D.C.: 6. Kimball, L. A. (1992). Forging International Agreement: Strengthening Inter-Governmental Institutions for Environment and Development. Washington D.C., World Resources Institute. OECD (1996). Environmental Performance Review: United States, Organisation for Economic Co-Operation and Development. OECD (1997). Environmental Performance Review: Japan, Organisation for Economic Co-Operation and Development. Pryde, P. R. (1991). Environmental Management in the Soviet Union. Cambridge, Cambridge University Press. Republic of Korea. (1995). Korea’s Green Vision 21. Ministry of Environment. Sand, P., Ed. (1992). The **Effectiveness** of International Environmental Agreements. Cambridge, Grotius. Sand, P. H. (1990). Lessons Learning in Global Environmental Governance. Washington, World Resource Institute. Social Learning Group (2001). Social Learning and the Management of Global Environmental Threats. Cambridge, MA, MIT Press. Downloaded by [University of California, San Diego] at 23:44 01 May 2017",2,SUGGEST_REVIEW,PENDING,,Substantiation/References,Draft memo: candidate hit for effectiveness may be generic usage; confirm relevance or mark as noise/false positive.,,Pilot Pass 1 (seed-only),993ffa6724,Epistemic Communities Constructivism and International Environmental Politics,,
stage2_pass1_20260125T232013Z,P1K000733,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,186,Norms,keyword,,"lution. When strong institutions are able to embed knowledge into standard national practices—through socializing governments, establishing **norms**, and rewarding compliance—then distinctive patterns of envir ... onmental governance occur via social learning, as states come to change their notions of the value of environmental protection, and the means by which to achieve it. Institutionalized science leads to regimes t","Effective marine governance in NW Pacific 163 Song, Y.-H. B. (1989). “Marine Scientific Research and Marine Pollution in China.” Ocean Development and International Law Journal 20: 601–621. Sorensen, J. (1997). “National and International Efforts at Integrated Coastal Management: Definitions, Achievements, and Lessons.” Coastal Management 25(34): 3–41. Stokke, O. S. (1998). “Nuclear Dumping in Arctic Seas”. The Implementation and Effectiveness of International Environmental Commitments. D. Victor, K. Raustiala and E. Skolnikoff. Cambridge, MA, MIT Press. The Nautilus Institute (1998). Energy, Security, Environment in Northeast Asia Project Energy-Related Marine Issues in the Sea of Japan. Tokyo. UNEP (1997). Action Plan for the Protection Management and Development of the Marine and Coastal Environment of the Northwest Pacific Region, United Nations Environmental Program. UNESCO and FAO (1983). International Directory of Marine Scientists. USGAO (1992). Strengthening the Implementation of Environmental Agreements.United States General Accounting Office. GAO/RCED-92-0188. Valencia, M. (1990). “Sea of Japan.” Marine Policy November: 507–525. Woods Hole Oceanographic Institute Marine Policy Center (1993). Comparative Efforts for Regional International Programs to Control Land-Based Pollution. Woods Hole Oceanographic Institution. World Resources Institute (1997). World Resources 1996–1997. New York, Basic Books. Young, O. R. (2000). Governance in World Affairs. Ithaca, NY, Cornell University Press. Zarsky, L. and J. Hunter (1997). “Environmental Cooperation at APEC: The First Five Years.” Journal of Environment and Development 6(3): 222–251. Appendix: A letter to the editor1 I am writing in response to Mark Valencia’s letter to the editor about my Marine Policy piece on “Prospects for Effective Marine Governance in the Northwest Pacific Region.” I hope to clarify my argument and to respond to Mr. Valencia’s critique. I am trying to identify the driving forces behind effective multilateral environmental cooperation. My overall argument, that I develop more fully in other published pieces,2 is that there exist several discrete patterns of international environmental cooperation, depending on the array of such factors as the existence and willingness of key states to exercise leadership, the existence of strong international institutions, the presence of a strong transnational scientific involvement (epistemic communities), and the involvement of NGOs. The combination of strong institutions and transnational scientific involvement has led to robust and comprehensive arrangements that take an effects-based approach to environmental protection and have led to demonstrable reductions in many sources of pollution. When strong institutions are able to embed knowledge into standard national practices—through socializing governments, establishing **norms**, and rewarding compliance—then distinctive patterns of environmental governance occur via social learning, as states come to change their notions of the value of environmental protection, and the means by which to achieve it. Institutionalized science leads to regimes that are more comprehensive, judicious, and slower than regimes that are negotiated through institutions in which science Downloaded by [University of California, San Diego] at 23:44 01 May 2017",7,SUGGEST_ACCEPT,PENDING,,Definition/Identification,Draft memo: paragraph contains norms language and discusses institutional design/coordination; confirm conceptual alignment with the theme definition.,,Pilot Pass 1 (seed-only),993ffa6724,Epistemic Communities Constructivism and International Environmental Politics,,
stage2_pass1_20260125T232013Z,P1K000734,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,186,Effectiveness,keyword,,"Achievements, and Lessons.” Coastal Management 25(34): 3–41. Stokke, O. S. (1998). “Nuclear Dumping in Arctic Seas”. The Implementation and **Effectiveness** of International Environmental Commitments. D. Vict ... or, K. Raustiala and E. Skolnikoff. Cambridge, MA, MIT Press. The Nautilus Institute (1998). Energy, Security, Environment in Northeast Asia Project Energy-Related Marine Issues in the Sea of Japan. Tokyo. UNEP","Effective marine governance in NW Pacific 163 Song, Y.-H. B. (1989). “Marine Scientific Research and Marine Pollution in China.” Ocean Development and International Law Journal 20: 601–621. Sorensen, J. (1997). “National and International Efforts at Integrated Coastal Management: Definitions, Achievements, and Lessons.” Coastal Management 25(34): 3–41. Stokke, O. S. (1998). “Nuclear Dumping in Arctic Seas”. The Implementation and **Effectiveness** of International Environmental Commitments. D. Victor, K. Raustiala and E. Skolnikoff. Cambridge, MA, MIT Press. The Nautilus Institute (1998). Energy, Security, Environment in Northeast Asia Project Energy-Related Marine Issues in the Sea of Japan. Tokyo. UNEP (1997). Action Plan for the Protection Management and Development of the Marine and Coastal Environment of the Northwest Pacific Region, United Nations Environmental Program. UNESCO and FAO (1983). International Directory of Marine Scientists. USGAO (1992). Strengthening the Implementation of Environmental Agreements.United States General Accounting Office. GAO/RCED-92-0188. Valencia, M. (1990). “Sea of Japan.” Marine Policy November: 507–525. Woods Hole Oceanographic Institute Marine Policy Center (1993). Comparative Efforts for Regional International Programs to Control Land-Based Pollution. Woods Hole Oceanographic Institution. World Resources Institute (1997). World Resources 1996–1997. New York, Basic Books. Young, O. R. (2000). Governance in World Affairs. Ithaca, NY, Cornell University Press. Zarsky, L. and J. Hunter (1997). “Environmental Cooperation at APEC: The First Five Years.” Journal of Environment and Development 6(3): 222–251. Appendix: A letter to the editor1 I am writing in response to Mark Valencia’s letter to the editor about my Marine Policy piece on “Prospects for Effective Marine Governance in the Northwest Pacific Region.” I hope to clarify my argument and to respond to Mr. Valencia’s critique. I am trying to identify the driving forces behind effective multilateral environmental cooperation. My overall argument, that I develop more fully in other published pieces,2 is that there exist several discrete patterns of international environmental cooperation, depending on the array of such factors as the existence and willingness of key states to exercise leadership, the existence of strong international institutions, the presence of a strong transnational scientific involvement (epistemic communities), and the involvement of NGOs. The combination of strong institutions and transnational scientific involvement has led to robust and comprehensive arrangements that take an effects-based approach to environmental protection and have led to demonstrable reductions in many sources of pollution. When strong institutions are able to embed knowledge into standard national practices—through socializing governments, establishing norms, and rewarding compliance—then distinctive patterns of environmental governance occur via social learning, as states come to change their notions of the value of environmental protection, and the means by which to achieve it. Institutionalized science leads to regimes that are more comprehensive, judicious, and slower than regimes that are negotiated through institutions in which science Downloaded by [University of California, San Diego] at 23:44 01 May 2017",7,SUGGEST_ACCEPT,PENDING,,Definition/Identification,Draft memo: paragraph contains effectiveness language and discusses institutional design/coordination; confirm conceptual alignment with the theme definition.,,Pilot Pass 1 (seed-only),993ffa6724,Epistemic Communities Constructivism and International Environmental Politics,,
stage2_pass1_20260125T232013Z,P1K000735,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,186,Compliance,keyword,,"nstitutions are able to embed knowledge into standard national practices—through socializing governments, establishing norms, and rewarding **compliance**—then distinctive patterns of environmental governance o ... ccur via social learning, as states come to change their notions of the value of environmental protection, and the means by which to achieve it. Institutionalized science leads to regimes that are more comprehe","Effective marine governance in NW Pacific 163 Song, Y.-H. B. (1989). “Marine Scientific Research and Marine Pollution in China.” Ocean Development and International Law Journal 20: 601–621. Sorensen, J. (1997). “National and International Efforts at Integrated Coastal Management: Definitions, Achievements, and Lessons.” Coastal Management 25(34): 3–41. Stokke, O. S. (1998). “Nuclear Dumping in Arctic Seas”. The Implementation and Effectiveness of International Environmental Commitments. D. Victor, K. Raustiala and E. Skolnikoff. Cambridge, MA, MIT Press. The Nautilus Institute (1998). Energy, Security, Environment in Northeast Asia Project Energy-Related Marine Issues in the Sea of Japan. Tokyo. UNEP (1997). Action Plan for the Protection Management and Development of the Marine and Coastal Environment of the Northwest Pacific Region, United Nations Environmental Program. UNESCO and FAO (1983). International Directory of Marine Scientists. USGAO (1992). Strengthening the Implementation of Environmental Agreements.United States General Accounting Office. GAO/RCED-92-0188. Valencia, M. (1990). “Sea of Japan.” Marine Policy November: 507–525. Woods Hole Oceanographic Institute Marine Policy Center (1993). Comparative Efforts for Regional International Programs to Control Land-Based Pollution. Woods Hole Oceanographic Institution. World Resources Institute (1997). World Resources 1996–1997. New York, Basic Books. Young, O. R. (2000). Governance in World Affairs. Ithaca, NY, Cornell University Press. Zarsky, L. and J. Hunter (1997). “Environmental Cooperation at APEC: The First Five Years.” Journal of Environment and Development 6(3): 222–251. Appendix: A letter to the editor1 I am writing in response to Mark Valencia’s letter to the editor about my Marine Policy piece on “Prospects for Effective Marine Governance in the Northwest Pacific Region.” I hope to clarify my argument and to respond to Mr. Valencia’s critique. I am trying to identify the driving forces behind effective multilateral environmental cooperation. My overall argument, that I develop more fully in other published pieces,2 is that there exist several discrete patterns of international environmental cooperation, depending on the array of such factors as the existence and willingness of key states to exercise leadership, the existence of strong international institutions, the presence of a strong transnational scientific involvement (epistemic communities), and the involvement of NGOs. The combination of strong institutions and transnational scientific involvement has led to robust and comprehensive arrangements that take an effects-based approach to environmental protection and have led to demonstrable reductions in many sources of pollution. When strong institutions are able to embed knowledge into standard national practices—through socializing governments, establishing norms, and rewarding **compliance**—then distinctive patterns of environmental governance occur via social learning, as states come to change their notions of the value of environmental protection, and the means by which to achieve it. Institutionalized science leads to regimes that are more comprehensive, judicious, and slower than regimes that are negotiated through institutions in which science Downloaded by [University of California, San Diego] at 23:44 01 May 2017",7,SUGGEST_ACCEPT,PENDING,,Definition/Identification,Draft memo: paragraph contains compliance language and discusses institutional design/coordination; confirm conceptual alignment with the theme definition.,,Pilot Pass 1 (seed-only),993ffa6724,Epistemic Communities Constructivism and International Environmental Politics,,
stage2_pass1_20260125T232013Z,P1K000736,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,187,Compliance,keyword,,"of strong institutions, state practices will vary according to domestic factors. Negotiated arrangements will be weak and modest, but “over-**compliance**” may occur in countries with strong epistemic communiti ... es or vigorous NGOs. Different configurations yield different distinct patterns of cooperation. Stacey VanDeveer, in a recent piece in Environment magazine, offers a similar argument about the systematic patter","164 Peter M. Haas is not allowed to play a significant role. Such regimes have goals that reflect scientific consensus about the ability of ecosystems to sustain stress, and apply differentiated national obligations. Strong institutions alone have also contributed to effective regimes, although the collective goals have been reached through political compromise and thus are less likely to generate technical results at an optimal economic cost than arrangements worked out in conjunction with regional experts. Environmental regimes developed through institutional bargaining contain legal efforts that are uniform, and commitments that tend to entail across-the-board emission cuts, or numerical limits in species taking. In the absence of any of these factors collective efforts are likely to be very weak and only generate modest and bland commitments that are acceptable to the least interested party (“lowest common denominator” responses). With the presence solely of epistemic communities in the absence of strong institutions, state practices will vary according to domestic factors. Negotiated arrangements will be weak and modest, but “over-**compliance**” may occur in countries with strong epistemic communities or vigorous NGOs. Different configurations yield different distinct patterns of cooperation. Stacey VanDeveer, in a recent piece in Environment magazine, offers a similar argument about the systematic patterns of behavior associated with different international conditions.3 The North Sea provides a good example. Prior to 1987, all factors were weak, and international cooperation remained largely ineffective. While a regime was in place that adopted a number of pieces of binding legislation, the substance of each one tended to reflect a least-common denominator political dynamic for its adoption, and thus did not impose significant burdens on any of the parties and did not significantly contribute to the improvement of the quality of the Sea.4 After 1987 the institutional structure became stronger, in conjunction with shifts in domestic environmental concern in the region, and the collective pattern of cooperation became much more vigorous and actually yielded some discernible improvements in the quality of the sea. Professor Valencia advances a number of critiques of my piece. I will address each individually. First of all, my analysis does not derive solely form the Baltic and North Sea, as Professor Valencia suggests. They are areas that provide a poor comparison for the Northwest Pacific region, because of the relatively more homogeneous nature of the parties in those regions, and the higher level of domestic concern. Rather, my analysis is based, as I explicitly note in the piece, on a broader base that includes all of UNEP’s Regional Seas Programmes, including many developing countries and regions much more comparable to that of the Northwest Pacific.5 Second, I argue only that scientific agreement is most important for yielding comprehensive forms of environmental cooperation, not for yielding any cooperation at all. It is only in regions with epistemic communities and scientific consensus that have sought to control land-based sources of pollution, or to set environmental standards that reflect scientific appreciation of the ecosystem’s ability to withstand Downloaded by [University of California, San Diego] at 23:44 01 May 2017",4,SUGGEST_REVIEW,PENDING,,Explanation/Elaboration,Draft memo: paragraph contains compliance language and discusses institutional design/coordination; confirm conceptual alignment with the theme definition.,,Pilot Pass 1 (seed-only),993ffa6724,Epistemic Communities Constructivism and International Environmental Politics,,
stage2_pass1_20260125T232013Z,P1K000737,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,190,Norms,keyword,,"tructivist scholars of international relations concerned with agency. Soft Constructivists in general focus on the role of various types of **norms**, principled beliefs, causal beliefs and discourses in establ ... ishing roles and rules in international relations: that is determining the identities, interests, and practices that shape the identification of actors in international relations. The concept helps internationa","8 EPISTEMIC COMMUNITIES AND INTERNATIONAL ENVIRONMENTAL LAW1 Peter M. Haas 1.0 Introduction As the world becomes more globalized, decision makers grow uncertain about what their interests are and how best to achieve them, and ideas become increasingly important as maps or frames for decision makers in an unfamiliar environment. With the end of the Cold War decision makers cannot rely on geopolitical doctrines as a guide for various areas of foreign policy and international practice. The environment provides a telling issue area in which to address the role of ideas in an increasingly uncertain global policy environment. This chapter looks at the concept of ‘epistemic communities,’ the role of epistemic communities in institutionalizing ideas in international relations, and in particular the role played by ecological ideas in the development of international environmental law and the role played by sympathetic international environmental lawyers in converting such rules of nature to rules of man. 2.0 Epistemic communities 2.1 The concept of epistemic communities Epistemic communities are a concept developed by “soft” constructivist scholars of international relations concerned with agency. Soft Constructivists in general focus on the role of various types of **norms**, principled beliefs, causal beliefs and discourses in establishing roles and rules in international relations: that is determining the identities, interests, and practices that shape the identification of actors in international relations. The concept helps international relations (IR) scholars to describe and understand the actors associated with the formulation of causal beliefs and the Downloaded by [University of California, San Diego] at 23:44 01 May 2017",6,SUGGEST_ACCEPT,PENDING,,Substantiation/References,Draft memo: paragraph contains norms language and discusses institutional design/coordination; confirm conceptual alignment with the theme definition.,,Pilot Pass 1 (seed-only),993ffa6724,Epistemic Communities Constructivism and International Environmental Politics,,
stage2_pass1_20260125T232013Z,P1K000738,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,192,Norms,keyword,,"he focus on causal ideas and their transmission mechanisms have been largely eclipsed since the late 1990s by more attention to the role of **norms** and principled beliefs. A variety of critiques have been off ... ered of the epistemic communities’ research program (Dunlop 2000).3 Some of these challenges include the following: •• Epistemic communities’ knowledge base is itself socially constructed, and represents the po","Epistemic communities and environmental law 169 This combination of factors—especially the socialized truth tests and common causal beliefs—distinguish epistemic communities from other types of policy networks and groups active in politics and policy making. Unlike other organized interest groups active in politics and policy making, epistemic communities are bound by the truth tests to which they were socialized. Thus, they are more likely to provide information that is politically untainted, and therefore, more likely to ‘work,’ in the political sense that it will be embraced and followed by political authorities concerned about the need for appearing impartial. Their advice is also more likely to be technically effective, in the sense of obtaining the desired goals, than would be policies derived by political compromise. Politically their reputation for expertise and impartiality provides a social provenance, in the sense of the pedigree imparted, for example, by antiques appraisers that confers confidence in their advice by potential consumers. 2.2 Intellectual history of scholarship about epistemic communities Constructivism has achieved an intellectual status as one of the dominant approaches in IR (Danish 2007). The ideational focus was absorbed into the broader constructivist program developed in international relations and comparative politics that looked at the role of beliefs and ideas in shaping state interests and practices, with epistemic communities providing a mechanism by which new ideas are developed and circulated, and providing a means for focusing on agency when studying international cooperation and governance. Consequently, the role of causal ideas and epistemic communities in explaining international cooperation has received increased attention. Causal ideas and epistemic communities are now generally regarded as significant sources of state interests under conditions of complexity and uncertainty, as main source in the origins and forms of multilateral regimes, and as important actors in the broader processes of social learning, reflexive governance, and identity formation. In other words, Constructivists have demonstrated that globalization makes actors uncertain about their interests and policies, and that various forms of social constructs (ideas) play a significant role in helping actors plot their course in uncertain conditions. The focus on causal ideas and their transmission mechanisms have been largely eclipsed since the late 1990s by more attention to the role of **norms** and principled beliefs. A variety of critiques have been offered of the epistemic communities’ research program (Dunlop 2000).3 Some of these challenges include the following: •• Epistemic communities’ knowledge base is itself socially constructed, and represents the potential systematic bias of those responsible for articulating research agendas; •• It is difficult to isolate the influence of the causal beliefs of epistemic communities from the institutional influence of the formal institutions with which they are associated; Downloaded by [University of California, San Diego] at 23:44 01 May 2017",6,SUGGEST_ACCEPT,PENDING,,Explanation/Elaboration,Draft memo: paragraph contains norms language and discusses institutional design/coordination; confirm conceptual alignment with the theme definition.,,Pilot Pass 1 (seed-only),993ffa6724,Epistemic Communities Constructivism and International Environmental Politics,,
stage2_pass1_20260125T232013Z,P1K000739,Epistemic Communities_Constructivism_and International Environmental Politics.pdf,193,Legitimacy,keyword,,"the state. In such social settings the knowledge base will be relatively untainted and as a result enjoy a stronger political authority and **legitimacy**. States will look for new ideas after highly publicized ... crises. Such crises, potential or actual environmental disasters, or economic crises will prompt decision makers to take action to ameliorate pressure from domestic constituencies and from abroad. The empirica","170 Peter M. Haas •• Epistemic communities’ scholarship lacked a compelling theory of the state and did not pay sufficient attention to the domestic politics of the countries in which epistemic communities exercised a potential influence; and •• Better appreciation is needed for which ideas are likely to prove attractive to decision makers in response to uncertainty. These critiques have led to increased analytic clarification and to stronger theoretical foundations and refinements for the constructivist epistemic communities’ research program. While states are key juridical actors and act willfully, they vary in their administrative and political ability to formulate environmental (and other) policy, to absorb ideas domestically and from abroad, and to enforce policies at home. States are functionally differentiated, and vary widely according to their state/society relations and their technical capacity to formulate and enforce public policies in technical domains. State capacity in this sense is issue specific: that is regulatory potential varies by issue because the nature of the state’s institutions, their resources, and policy networks vary by issue. Consequently, governance varies depending on the issue area. Epistemic communities are most likely to emerge initially under circumstances affected both by issue and state characteristics. They are likely to be found working on substantive issues where scientific disciplines have been applied to policyoriented work such as environmental protection, economic development, and energy policy. Thus, epistemic communities arise in disciplines associated with natural science, engineering, ecology and even economics. They usually emerge around specific topics whose research support is relatively inexpensive and not directly related to the explicit mission of the sponsoring research body. Consequently, the research and policy guidance of the epistemic community will be relatively independent of the explicit agenda of the research sponsor. Epistemic communities thus will enjoy broader political influence on issues such as the environment and ecology, rather than nuclear energy, because their findings are seen as being impartial or independent of explicit political influence. Environmental research is relatively inexpensive, compared to that of nuclear energy, and is conducted through networks of researchers who are not directly associated with the government or government laboratories. Epistemic communities are also most likely to emerge in countries with well established research capacity and where scientists enjoy some autonomy from the state. In such social settings the knowledge base will be relatively untainted and as a result enjoy a stronger political authority and **legitimacy**. States will look for new ideas after highly publicized crises. Such crises, potential or actual environmental disasters, or economic crises will prompt decision makers to take action to ameliorate pressure from domestic constituencies and from abroad. The empirical experience with the global reception of environmental ideas does not directly engage the question of which ideas will matter at such points, other than saying that new ideas must have some affinity with existing beliefs or discourses, and that there is a strong path-dependent element to the dynamics of Downloaded by [University of California, San Diego] at 23:44 01 May 2017",5,SUGGEST_REVIEW,PENDING,,Explanation/Elaboration,Draft memo: paragraph contains legitimacy language and discusses institutional design/coordination; confirm conceptual alignment with the theme definition.,,Pilot Pass 1 (seed-only),993ffa6724,Epistemic Communities Constructivism and International Environmental Politics,,
