parent_theme_id,parent_theme_label,candidate_term,candidate_term_norm,candidate_score,pilot_docfreq,stem_score,name_noise_flag,candidate_source
TH017,Inclusiveness,multilevel network,multilevel network,5.177437754577546,1,1,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,nations active,nations active,5.177437754577546,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,local global north,local global north,5.177437754577546,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,dam projects,dam projects,5.177437754577546,1,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,united nations faces,united nations faces,5.177437754577546,1,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,public policy issue,public policy issue,5.177060389681177,1,1,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,organizations raises,organizations raises,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,organizations raises number,organizations raises number,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,recent reform,recent reform,5.177060389681177,2,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,active player gpp,active player gpp,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,human financial,human financial,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,countries export,countries export,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,compact initiative launched,compact initiative launched,5.177060389681177,1,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,public policy states,public policy states,5.177060389681177,0,1,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,basis making safe,basis making safe,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,basis making,basis making,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,human development human,human development human,5.177060389681177,1,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,major gap,major gap,5.177060389681177,1,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,human financial resources,human financial resources,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,mission launch,mission launch,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,mission launch new,mission launch new,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,major gap governance,major gap governance,5.177060389681177,0,1,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,compact trisectoral basis,compact trisectoral basis,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,convene negotiate,convene negotiate,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,existing institutions charge,existing institutions charge,5.177060389681177,0,1,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,interacting appropriate,interacting appropriate,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,facilitating collaboration,facilitating collaboration,5.177060389681177,2,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,given additional,given additional,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,private sector global,private sector global,5.177060389681177,1,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,organizations work cross,organizations work cross,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,organizations work,organizations work,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,learning processes build,learning processes build,5.177060389681177,1,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,interacting appropriate levels,interacting appropriate levels,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,associated participation,associated participation,5.177060389681177,0,1,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,forprofit,forprofit,5.177060389681177,2,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,networks place,networks place,5.177060389681177,2,1,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,measure trust,measure trust,5.177060389681177,0,1,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,networks needs reach,networks needs reach,5.177060389681177,0,1,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,networks needs,networks needs,5.177060389681177,0,1,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,significant constraints,significant constraints,5.177060389681177,2,0,False,pilot_logodds_distinctive_ngram
TH017,Inclusiveness,specifically regard,specifically regard,5.177060389681177,0,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,gppns,gppns,5.5129651581913155,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,institutional strengthening,institutional strengthening,5.369826989976138,1,1,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,national programmes,national programmes,5.002027564880924,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,micro credit,micro credit,5.002027564880924,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,prioritize,prioritize,4.750675816204417,3,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,capacitybuilding,capacitybuilding,4.750675816204417,2,1,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,management ecosystem,management ecosystem,4.750675816204417,0,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,integrated management ecosystem,integrated management ecosystem,4.750675816204417,0,1,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,lead countries,lead countries,4.750675816204417,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,energy organization,energy organization,4.750675816204417,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,integrated management natural,integrated management natural,4.750675816204417,0,1,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,management ecosystem approach,management ecosystem approach,4.750675816204417,0,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,information experiences,information experiences,4.750675816204417,1,1,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,members society,members society,4.750675816204417,0,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,inefficiency,inefficiency,4.750675816204417,3,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,ngos developing countries,ngos developing countries,4.750675816204417,0,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,innovative financing,innovative financing,4.750675816204417,2,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,community based management,community based management,4.750675816204417,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,convention cwc,convention cwc,4.750675816204417,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,people rural,people rural,4.750675816204417,0,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,weapons convention cwc,weapons convention cwc,4.750675816204417,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,council eu,council eu,4.414166260580364,0,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,information experiences resources,information experiences resources,4.414166260580364,0,1,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,council meeting,council meeting,4.414166260580364,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,ma international,ma international,4.414166260580364,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,combines voluntary energy,combines voluntary energy,4.414166260580364,0,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,thing combines voluntary,thing combines voluntary,4.414166260580364,0,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,thing combines,thing combines,4.414166260580364,2,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,ma international institute,ma international institute,4.414166260580364,1,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,combines voluntary,combines voluntary,4.414166260580364,0,0,False,pilot_logodds_distinctive_ngram
TH018,Capacity Building,lykke,lykke,4.414166260580364,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,projects programs,projects programs,6.20706555764281,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,mainstreaming adaptation,mainstreaming adaptation,6.20706555764281,1,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,runhaar et,runhaar et,6.130063243651833,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,runhaar et al,runhaar et al,6.130063243651833,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,collaborations,collaborations,5.955627315907351,4,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,adaptation mainstreaming,adaptation mainstreaming,5.820525341447323,1,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,mainstreaming igos,mainstreaming igos,5.744235688452828,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,adaptation mainstreaming igos,adaptation mainstreaming igos,5.619031281159458,0,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,procedures outputs,procedures outputs,5.619031281159458,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,budget allocation,budget allocation,5.619031281159458,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,adaptation projects,adaptation projects,5.475889174882097,1,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,adaptation integration,adaptation integration,5.475889174882097,1,2,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,integrate adaptation,integrate adaptation,5.475889174882097,1,2,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,migration security,migration security,5.475889174882097,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,figure shows,figure shows,5.475889174882097,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,projects budget,projects budget,5.308793829284777,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,diﬀerent issue areas,diﬀerent issue areas,5.308793829284777,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,diﬀerent issue,diﬀerent issue,5.308793829284777,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,discursively,discursively,5.308793829284777,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,igo bureaucrats,igo bureaucrats,5.308793829284777,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,procedures outputs igos,procedures outputs igos,5.308793829284777,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,survey data,survey data,5.308793829284777,1,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,nonclimate,nonclimate,5.308793829284777,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,allocation budgetary,allocation budgetary,5.308793829284777,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,allocation budgetary resources,allocation budgetary resources,5.308793829284777,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,programs projects budget,programs projects budget,5.308793829284777,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,outputs igos,outputs igos,5.308793829284777,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,climate risks,climate risks,5.179951261858315,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,adaptation policy,adaptation policy,5.108081874590868,1,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,resources adaptation,resources adaptation,5.108081874590868,0,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,igos working,igos working,5.108081874590868,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,interpret mandates,interpret mandates,5.108081874590868,0,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,projects budget allocation,projects budget allocation,5.108081874590868,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,regional multi,regional multi,5.108081874590868,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,regional multi issue,regional multi issue,5.108081874590868,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,extent igos,extent igos,5.108081874590868,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,adaptation funds,adaptation funds,5.108081874590868,1,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,broader sample igos,broader sample igos,5.108081874590868,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,broader sample,broader sample,5.108081874590868,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,screening,screening,5.108081874590868,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,sample igos,sample igos,5.108081874590868,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,questionnaire,questionnaire,5.108081874590868,1,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,mainstream adaptation,mainstream adaptation,5.031448709326824,1,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,include adaptation,include adaptation,4.856726188780456,1,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,adaptation issue areas,adaptation issue areas,4.856726188780456,0,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,makers diﬀerent,makers diﬀerent,4.856726188780456,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,makers diﬀerent views,makers diﬀerent views,4.856726188780456,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,adaptation issue,adaptation issue,4.856726188780456,0,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,implementation national,implementation national,4.856726188780456,1,1,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,makers igo,makers igo,4.856726188780456,0,0,False,pilot_logodds_distinctive_ngram
TH019,Collaboration,following issue complex,following issue complex,4.856726188780456,0,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,transboundary risk,transboundary risk,5.597481174809932,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,transboundary risk management,transboundary risk management,5.597481174809932,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,executive body,executive body,4.591749482878702,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,verification monitoring,verification monitoring,4.448632500574632,1,1,False,pilot_logodds_distinctive_ngram
TH020,Compliance,recruitment national quotas,recruitment national quotas,4.448632500574632,0,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,deter non,deter non,4.448632500574632,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,noncompliance mechanisms,noncompliance mechanisms,4.448632500574632,1,1,False,pilot_logodds_distinctive_ngram
TH020,Compliance,hanf,hanf,4.448632500574632,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,monitoring provisions,monitoring provisions,4.448632500574632,1,1,False,pilot_logodds_distinctive_ngram
TH020,Compliance,choices comply,choices comply,4.448632500574632,0,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,knowledge transfers,knowledge transfers,4.448632500574632,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,green technologies,green technologies,4.448632500574632,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,national quotas,national quotas,4.448632500574632,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,transnational scientific involvement,transnational scientific involvement,4.281562277508522,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,mea cop,mea cop,4.281562277508522,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,sulphur protocol,sulphur protocol,4.281562277508522,2,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,kell,kell,4.281562277508522,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,monitoring state,monitoring state,4.281562277508522,2,1,False,pilot_logodds_distinctive_ngram
TH020,Compliance,decisions comply,decisions comply,4.281562277508522,0,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,sulphur,sulphur,4.281562277508522,2,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,marine assessments,marine assessments,4.281562277508522,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,include verification,include verification,4.281562277508522,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,marine resource,marine resource,4.2063726354884725,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,marine resource management,marine resource management,4.124662318028859,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,international obligations,international obligations,4.0810182430329185,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,chinkin,chinkin,4.080875443903873,2,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,organizational experience,organizational experience,4.080875443903873,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,organizational experience issue,organizational experience issue,4.080875443903873,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,tuinstra,tuinstra,4.080875443903873,1,0,False,pilot_logodds_distinctive_ngram
TH020,Compliance,role ngos knowledge,role ngos knowledge,4.080875443903873,0,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,conceptual stretching,conceptual stretching,6.623660975038247,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,stretching,stretching,6.623660975038247,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,büthe private regulation,büthe private regulation,5.86184156801473,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,büthe private,büthe private,5.86184156801473,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,victor regime,victor regime,5.86184156801473,1,1,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,victor regime complex,victor regime complex,5.86184156801473,1,1,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,north asia,north asia,5.525046542494653,2,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,contingency,contingency,5.525046542494653,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,levy franchising global,levy franchising global,5.525046542494653,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,börzel,börzel,5.525046542494653,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,rules world,rules world,5.525046542494653,0,1,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,levy franchising,levy franchising,5.525046542494653,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,principle common,principle common,5.525046542494653,0,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,andonova levy,andonova levy,5.525046542494653,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,franchising global governance,franchising global governance,5.525046542494653,1,1,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,franchising global,franchising global,5.525046542494653,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,private regulation,private regulation,5.35101380036866,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,regime complex,regime complex,5.266176741268859,1,1,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,fukuda parr,fukuda parr,5.014218774848583,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,told,told,5.014218774848583,2,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,franchising,franchising,5.014218774848583,2,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,corn laws,corn laws,5.014218774848583,1,1,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,fukuda,fukuda,5.014218774848583,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,parr,parr,5.014218774848583,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,abbott snidal governance,abbott snidal governance,5.014218774848583,1,1,True,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,schumpeter,schumpeter,5.014218774848583,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,percentage world trade,percentage world trade,5.013898233988851,0,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,epistemic communities subject,epistemic communities subject,5.013898233988851,0,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,ozone action programme,ozone action programme,5.013898233988851,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,epistemic beliefs,epistemic beliefs,5.013898233988851,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,michael barnett martha,michael barnett martha,5.013898233988851,1,0,True,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,training officials,training officials,5.013898233988851,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,triggers,triggers,5.013898233988851,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,weyland,weyland,5.013898233988851,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,economics research wider,economics research wider,5.013898233988851,2,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,comprehensive security,comprehensive security,5.013898233988851,1,0,False,pilot_logodds_distinctive_ngram
TH021,Conflict Resolution,orenstein,orenstein,5.013898233988851,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,program emep,program emep,6.715889472732496,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,partner countries,partner countries,5.280549570982334,1,1,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,influence actors,influence actors,5.280549570982334,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,identify research questions,identify research questions,5.280549570982334,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,identify research,identify research,5.280549570982334,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,uses term,uses term,5.280549570982334,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,global complexity,global complexity,5.280549570982334,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,imbalances,imbalances,5.280549570982334,2,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,emep,emep,4.770224025281339,2,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,commitments member states,commitments member states,4.769721799417729,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,code international,code international,4.769721799417729,2,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,commitments member,commitments member,4.769721799417729,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,research questions,research questions,4.769721799417729,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,symmetry,symmetry,4.769721799417729,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,nuance,nuance,4.769721799417729,2,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,gems,gems,4.769721799417729,3,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,acidification information,acidification information,4.769470782658029,1,1,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,needed meet commitments,needed meet commitments,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,responsibility donors recipient,responsibility donors recipient,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,participants monitor reflect,participants monitor reflect,4.769470782658029,0,2,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,legitimacy means,legitimacy means,4.769470782658029,1,1,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,responsibility donors,responsibility donors,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,strong environmental presence,strong environmental presence,4.769470782658029,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,needs account views,needs account views,4.769470782658029,0,1,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,differences knowledge,differences knowledge,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,differences understanding communication,differences understanding communication,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,convene panels,convene panels,4.769470782658029,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,deﬁned paris declaration,deﬁned paris declaration,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,deﬁned paris,deﬁned paris,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,secretariats play,secretariats play,4.769470782658029,2,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,volume international,volume international,4.769470782658029,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,policies experiments,policies experiments,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,application truth,application truth,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,performance fulﬁlling international,performance fulﬁlling international,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,policies experiments participants,policies experiments participants,4.769470782658029,0,1,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,achieve highly effective,achieve highly effective,4.769470782658029,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,achieve highly,achieve highly,4.769470782658029,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,convene panels develop,convene panels develop,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,participants monitor,participants monitor,4.769470782658029,1,2,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,provides important,provides important,4.769470782658029,2,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,members provide,members provide,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,members neutral,members neutral,4.769470782658029,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,undertake comprehensive,undertake comprehensive,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,performance orchestration review,performance orchestration review,4.769470782658029,0,1,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,control resources brown,control resources brown,4.769470782658029,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,performance orchestration,performance orchestration,4.769470782658029,0,1,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,agreements recently,agreements recently,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,dieback,dieback,4.769470782658029,1,0,False,pilot_logodds_distinctive_ngram
TH022,Monitoring and Evaluation,single funder political,single funder political,4.769470782658029,0,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,systems sectors,systems sectors,6.899417709761183,0,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,efforts promote,efforts promote,5.800803280627138,0,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,draft political declaration,draft political declaration,5.800803280627138,1,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,policy arenas,policy arenas,5.800803280627138,2,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,draft political,draft political,5.800803280627138,1,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,ethic,ethic,5.626872381468328,1,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,future present,future present,5.289553208637457,0,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,alien species,alien species,5.289553208637457,2,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,adequate global,adequate global,5.289553208637457,2,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,promote ethic,promote ethic,5.289553208637457,0,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,elements international,elements international,5.289553208637457,0,0,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,ability institutions,ability institutions,5.289553208637457,0,1,False,pilot_logodds_distinctive_ngram
TH023,Ethical Governance,government private sector,government private sector,5.289553208637457,0,1,False,pilot_logodds_distinctive_ngram
